Claim_ID,Claimant_Name,Claimant_Address,Insurance_Type,Fraud_Category,Claim_Amount,Claim_Date,Claim_Status,Fraud_Flag,Claim_Description,Missing_Field
870cc6e4-42cc-44d7-b248-b18a2223e88b,Gary Harris,"PSC 5522, Box 5255, APO AA 57324",General,Staged Accident,19101.19,2021-04-28,Denied,1,How reveal drop specific.,
0a62cf4b-7b82-4ae0-a067-3529b9eaaa8c,Jessica Holder,"9320 Brittany Vista, Castillomouth, ID 14416",Vehicle,Staged Accident,26270.4,2023-09-24,Denied,1,Cup positive throw Democrat recognize wear hospital tend follow.#,
26f886e3-b77d-4cbe-a5c7-4c39119201ed,Donna Lamb,"8996 Denise Islands, Dustinborough, NC 41246",Life,Exaggerated Loss,18333.22,2023-04-18,Approved,1,Professional share easy two.,
5c630b0d-10a7-4cf3-867d-1929b0e92ea4,Mrs. April Thompson MD,"7526 Jason Falls Apt. 745, Rasmussenbury, MA 76268",Vehicle,Intentional Damage,16282.43,2023-05-20,Denied,1,Face nature imagine race them time.,
2e2101eb-d969-4f26-848a-004c002fa3ff,Tammy Douglas,"24210 James Street, Blackfort, DC 23781",Vehicle,None,9472.19,2022-05-01,Denied,0,Republican skin child writer we system question respond outside you education wall book.,
e42c76da-fdc7-462f-9a1a-659cedd47a12,Alexander Farrell DDS,"1497 James Heights, Davidport, DC 03043",General,Staged Accident,16373.2,2020-08-20,Denied,1,Goal song break describe other amount character ground recognize.#,
262a6770-ce48-4c4e-a693-9e9abed03200,John Mccoy,"9562 Trevino Pines, South Ryan, MI 22979",Health,Intentional Damage,6432.7,2022-08-14,Approved,1,Especially west police job size Republican seven join price Mr involve owner politics attorney right you.,
481b2525-c145-48d4-bb15-cb7c7ac828d9,Anna Morris,"7550 George Crossroad, New Maria, NE 96199",Vehicle,None,16377.38,2020-07-04,Approved,0,Throw tree material account career senior off present none.,
a49a13f0-3fab-45e1-847c-dbe73a7205f9,Linda Gross,"397 Penny Branch, Smithfurt, NM 52670",Health,Exaggerated Loss,16579.81,2022-05-07,Under Review,1,We under often case source can open painting then and book but every field tell.,
dcef449c-0647-4106-990f-47c4c649a170,Nicole Powell,"566 Taylor Hill, East Jessica, MT 60177",Life,Staged Accident,11448.75,2024-04-13,Denied,1,Class order popular main federal thus couple short feeling everything measure issue by go suddenly nearly.,
4f8224d6-e89c-4a6c-aee8-fc9bc8136507,Stephanie Rodriguez,"263 Diaz Lodge, West Richard, RI 85665",General,Exaggerated Loss,6988.96,2023-09-30,Denied,1,Smile development admit new no.,
772134bd-a85f-46c6-b679-5d01ce1ea3c3,Jeffrey Mccann,"2336 Scott Canyon, Port Julian, FL 50592",General,Staged Accident,1144.24,2022-12-28,Approved,1,Service late man power economy sister improve sense lay.,
ca124bb7-9e7b-4c90-80c5-65ec836467f6,Amy Kelly,"30031 Angela Orchard Apt. 999, Schwartzside, KS 79208",Health,None,14337.58,2022-08-21,Under Review,0,Sell success level or idea later nation game somebody avoid.,
90d13a41-30df-446c-add2-9632c83737b4,Jacob Robinson,"03971 Williams Walk Apt. 536, Rubenmouth, NM 07478",Health,Intentional Damage,13512.0,2022-12-04,Under Review,1,Next become upon real political wide common nation Mrs home charge peace page try story his whether design sense.,
7afb0dd3-12da-4a6a-b63c-cae416b24966,Bradley Moore,"PSC 0674, Box 6434, APO AE 90755",General,None,20561.98,2023-08-13,Under Review,0,Day of edge food police no car style life of finally power.#,
76e138c5-c3ed-46ca-b1d8-d849c29f6f80,Michael Holloway,"2083 Melissa Court Suite 550, Lake William, UT 85695",General,Exaggerated Loss,21073.0,2020-07-06,Under Review,1,Project west brother name full under necessary mention choose.,
94c926b0-2bc9-4abe-af35-3dcba49e32f8,Kristy Alvarez,"762 Timothy Shoal, South Sharon, MD 68178",Vehicle,Intentional Damage,9596.18,2023-04-13,Denied,1,Game fall four rule international just Mr.,
c94aa4d5-d70f-4b00-af64-ce82e4d658ae,John Harris,"10868 Rivera Motorway, New Andrew, AR 16604",Vehicle,None,10402.77,2025-02-10,Denied,0,Standard civil body.,
40b30815-51e4-47fd-9b66-c3245a07c8fe,Richard Medina,"443 Kathleen Islands Suite 854, Tuckerfort, VT 59381",Health,Intentional Damage,1536.19,2020-04-13,Approved,1,First too laugh unit main.#,
f7c3c331-9074-415f-9ee3-85afe416b33f,William Morrow,"19823 Reynolds Roads Apt. 717, South Kimberg, TX 82710",Vehicle,Intentional Damage,29255.05,2021-09-29,Approved,1,New add national lawyer president Democrat despite serve actually money deep end before read anything interesting.,
847c9b8b-5328-4fa5-b5d2-860c3b9847de,Katie Arnold,"888 Stephen Mews Suite 461, South Heather, OR 95958",Health,None,22735.72,2022-08-02,Denied,0,Look player business federal exactly soldier case defense.,
2d879148-6868-47be-a2e7-c6d3cad9af92,Dustin Silva,"566 Smith Spurs, Millerhaven, DC 83918",General,Exaggerated Loss,14051.91,2020-07-08,Approved,1,Someone old because question land management.,
96b06ff2-c618-4c75-9607-1bb190f9dbb2,Adam Atkins,"8271 Wade View Apt. 029, South Sandra, NE 85712",General,Exaggerated Loss,1382.4,2022-10-11,Approved,1,Explain arrive among join available wall person year.,
4cef474f-b31f-4592-a51a-78b0cbd3c1b4,Rachel Harvey,"66043 Stanley Crescent, Lake Amberville, VT 73516",Life,Intentional Damage,5653.03,2024-06-27,Denied,1,Mention front research travel.@,
a5bb6f3e-a596-4d7e-b845-462a5a1b1cda,Amy Mayer,"9150 Stephanie Glens Apt. 267, West Sabrinafurt, NH 78437",Life,Staged Accident,11221.3,2022-12-19,Approved,1,Lead again player get available teacher author environmental lead.$,
9f5da75f-edab-4ebc-a1d6-e31fadd2ef40,Jeffrey Johnson,"2930 Mark Shore, Lake Cynthia, AL 91881",General,Exaggerated Loss,9389.27,2022-01-02,Approved,1,Institution end up four wear tend second low time.,
d56f3ca6-b36b-404d-8390-1fc4997e70cd,Shane Jones,"911 James Glens, West Stevenside, TN 61329",Vehicle,Intentional Damage,29075.99,2024-07-28,Under Review,1,Prevent least learn suddenly member civil.,
2e4b2268-e282-433f-98f0-d4360c237177,Jessica King,"4152 Jimmy Hollow, South Sarah, CT 66615",Life,Staged Accident,4969.11,2024-02-17,Denied,1,Wife home floor place still participant difference area program cultural road consumer.,
5860f712-2170-4904-aa11-fb7a8a374a76,Denise Rodriguez,"37734 William Tunnel, Huntport, WI 60034",Vehicle,Exaggerated Loss,18896.44,2023-09-23,Under Review,1,Price protect itself someone.#,
8396b99b-abd9-4ec3-be2a-3b9ee0b5790d,Tracy Norris,"5043 Kara Ridges Apt. 776, Lake Elaineborough, CO 31497",Vehicle,Exaggerated Loss,10182.27,2022-09-26,Approved,1,Expect finally base manager born tree owner third particularly recently want own stand off.%,
6cfa3872-aaa5-4e1d-84e9-0d58643599a6,Beth Knapp,"319 Michael Freeway Suite 269, Carloston, AZ 45706",Life,Exaggerated Loss,1270.14,2021-09-03,Denied,1,I open best pull heavy forget thousand human by opportunity owner lay strategy toward.,
4b070af8-88b2-47f0-88b0-a20f18730845,Jerry Wright,"816 Wilson Manors, Colinfort, OH 99681",Health,Staged Accident,9477.2,2025-01-24,Denied,1,Turn source speech throughout style attention husband level agency hair list or ahead media hour free fine dinner building.,
e477a414-af79-4651-92ad-b75c9ba8860f,Suzanne Chen,"41361 Susan Pike, Lake Jennifertown, VA 15581",Vehicle,Staged Accident,8850.34,2023-06-13,Denied,1,Finish decade garden position yet over stuff public campaign.,
d1e5af3b-51be-42b5-b7e5-eb04fcdb334b,Scott Salinas,"5736 Lindsay Shoals Apt. 151, North Stephen, NM 11797",Life,None,3341.18,2021-01-01,Approved,0,Major any American nearly address she throw record deep front must appear I beautiful picture Democrat ten national.,
cc65ceaa-3da0-477a-a5c0-946502e57a7e,Wendy Williams,"Unit 2405 Box 8252, DPO AP 25614",Health,Intentional Damage,24536.71,2020-11-10,Approved,1,Time image wait standard within interesting stock rest build try thousand.,
ae6f08d8-2dba-478a-a83b-277800b87ecd,Nicole Marquez,"06067 Hudson Pike, South Danielleshire, IN 23985",Life,Staged Accident,25581.37,2022-10-09,Denied,1,Such give itself partner strategy establish herself official leader daughter garden which.,
4365aba3-7dd7-458a-95ef-ec0f20081d38,Kyle Shepherd,"7780 Bailey Ranch, Danielborough, MT 49086",Health,Staged Accident,8618.99,2021-06-29,Under Review,1,Concern allow catch present four time every firm century certain education shoulder behind fine thing.,
319c3cff-9018-4385-a538-78a13589bf61,Patricia Carpenter,"62686 Hess Loop Apt. 275, Deniseport, AL 31111",Life,Staged Accident,16170.99,2021-01-28,Under Review,1,Word family sound develop specific decade stock along place read blue.,
6a43927e-b480-4534-8eca-5e1876a81485,Ms. Jamie Hall,"18000 Hall Port, Perezside, OR 28860",Life,None,14115.63,2023-03-12,Denied,0,Life for current stop rise coach capital finally source.,
54e5eca6-cd0e-423a-8142-2f9de676888b,Timothy Smith,"611 Barbara Stream, Lake Brettport, CO 90177",General,Exaggerated Loss,9446.87,2021-12-13,Denied,1,Onto it people Republican need whole red time senior sea dinner.#,
8c08a25d-2234-452c-8ca3-21a35fd41e1b,Barbara Jackson,"5990 Elizabeth Center, Lake Jared, WY 91672",Vehicle,Exaggerated Loss,3284.77,2020-06-27,Denied,1,Keep degree authority rule sound.#,
b9571ae2-74f1-4ba9-b28e-4b819f61d455,Jerry Alexander,"883 Lane Shore, Zavalaland, AR 11576",Vehicle,Staged Accident,16587.78,2021-02-21,Denied,1,Into apply subject mouth trade soldier.,
3127931b-8299-4e01-934c-f4d6d9f84430,Jessica Jimenez,"8979 Charles Island, Port Heidiview, OH 90341",Vehicle,Exaggerated Loss,30153.61,2022-11-12,Under Review,1,Bag road ground stuff sometimes decision senior approach under will.,
fc46ad35-bea6-4a96-a8f0-8ee25b263cd2,Jenna Abbott,"55511 Huerta Stream Suite 241, North Angela, CA 46003",General,Intentional Damage,11769.89,2023-05-09,Approved,1,Want order carry beyond should leader group get front space including across from.,
cdaaa346-e277-4eb2-ae55-ef2bf82eebeb,Carolyn Jones,"045 Johnson Island, West Alejandro, MS 48937",Life,Staged Accident,12291.16,2022-11-25,Under Review,1,World method exist tend share thought nature very worker bring himself food even property wear mission be step.,
a2d694af-577a-423a-bf08-400db57c0b62,Diana Christian,"380 Crystal Canyon, Oliverland, VT 41300",Vehicle,Exaggerated Loss,37584.56,2024-12-06,Approved,1,End run practice others might father allow happen list.,
fd6c9a97-4fe2-49b3-8210-7adfa06e0cdc,Michelle Walsh,"167 Louis Branch Apt. 382, East Joshua, RI 26836",Life,Staged Accident,8612.08,2020-11-07,Under Review,1,Employee rather most car.$,
03091c39-3a9b-4c19-ab14-cb9b4f8f7a23,Kevin Chandler,"62305 Allen Unions Suite 241, Lindseymouth, NH 75945",Health,None,23861.34,2023-10-15,Under Review,0,Also policy not quickly director front society community important almost car yard food.,
374aa7be-a620-4d18-b010-a9ad24298db5,Eric Frey,"4833 Riddle Lights Suite 946, North Manuelborough, MO 03451",General,Intentional Damage,7134.08,2021-08-04,Approved,1,Discover career alone PM power on organization network member situation minute expect.,
d0490aad-d2f5-4ef8-811e-6e6efd33a7ed,Jennifer Palmer,"147 Amy Corners, Lake Cassandra, SD 22920",Life,None,8246.02,2021-06-22,Approved,0,Agree truth admit plan.,
5c0f7066-ce6e-4073-b3bc-502dd8c825d6,Michael Murphy,"994 Kara Crescent, Lucasport, NM 32320",Life,Intentional Damage,8465.17,2024-12-24,Under Review,1,Which several attack southern hospital forget family book action bank message window loss hard.,
bdc53515-d3db-424f-aa41-20964345da42,Desiree Green,"922 Ariel Greens, Aaronbury, OR 54438",Vehicle,Staged Accident,10988.99,2021-10-19,Under Review,1,Experience democratic important look work ago edge drive.,
4a07143d-5e98-47ad-add6-63e34708b5ef,Rhonda Romero,"12792 Wright Summit, Jenniferville, MT 19366",General,Intentional Damage,596.94,2021-01-01,Denied,1,Success design billion bill team resource test main.,
65aeca6b-3559-4c46-84b5-7ad144add42e,Kristin Hernandez,"34023 Ramos Spurs, Lake Jordanville, NJ 63645",Vehicle,Staged Accident,7350.3,2020-11-11,Under Review,1,Break bit also federal turn.,
62ab4f82-76d8-4cc0-8363-456a0a6a715f,Alexander Colon,"961 Samantha Plaza Suite 302, Hughesberg, VA 44645",Vehicle,Exaggerated Loss,5811.54,2023-09-05,Approved,1,As move billion perhaps peace.,
63d223f2-8112-476f-b88b-689d786c677b,Adam Cuevas,"4368 Kiara Rest Suite 627, Lake Brian, IL 62647",Life,None,7063.58,2024-09-01,Approved,0,On suggest wonder give beyond seat truth step experience.,
f1b73b56-bbfa-4ca8-ae9a-33c3447ae6ad,Claudia Shepherd,"2455 Myers Rapid Apt. 991, Williamsmouth, NM 30769",Health,None,22400.63,2020-01-21,Approved,0,Station always where discussion society recent important fear.,
1bd3a9fd-44c7-4488-9ff9-84de8660b954,Antonio Barrera,"611 Morris Mountain Apt. 731, South Angelchester, OH 80724",Life,Intentional Damage,11302.12,2022-06-12,Denied,1,Run room me power positive action local approach.,
6d91cab8-c387-499b-8fb4-fb6d76366b1b,Ronald Berry,"PSC 6775, Box 5263, APO AE 73580",Vehicle,Intentional Damage,13924.91,2024-04-20,Under Review,1,Clearly election most yet particularly member.,
0b583e10-b9cc-486c-98b9-69a9574c4bf6,Brooke Beltran DDS,"84751 Turner Station Apt. 026, Sandovalview, ND 04836",Life,Intentional Damage,11236.43,2023-07-10,Approved,1,Term above reduce carry rise quite ago those white.,
c5c21582-c8e1-4b19-a712-27fe04baaaa0,Laura Garcia,"428 Mullen Shoal Apt. 679, Henryside, KS 12286",General,Intentional Damage,8883.99,2020-07-03,Approved,1,Measure both week piece particularly offer culture four issue.,
341bf3c1-12a6-4978-8a61-6bfa6dbb827e,Jacob Bernard,"0699 Jill Street Apt. 035, North Caleb, IL 12549",Health,None,26312.94,2022-10-21,Denied,0,Scientist entire easy within how pass operation above part education science.,
4abb2634-edbe-4aaf-a7a6-31d0bcde405a,Kathryn Wilson,"0301 Michael Road, Port Rebecca, UT 16304",Vehicle,Staged Accident,14640.32,2020-01-18,Denied,1,Star bring eat week it audience raise story past.,
a68e2e3b-0817-4baa-96c1-5d9973ac9438,David Colon,"9430 Martin Islands, Bullockton, CT 08439",Vehicle,Staged Accident,12165.98,2024-08-18,Under Review,1,Tv onto a campaign young power half clear least herself.,
c2179282-c2cc-4e74-863f-7c0558436312,Anne Rodriguez,"PSC 3334, Box 6746, APO AE 19240",Vehicle,Exaggerated Loss,25063.72,2020-03-24,Approved,1,Wide both main Mr then teacher.,
be90dca4-7c40-40b6-a27d-12db9d6aedd3,Lisa Powers,"473 Willis Point, Foxstad, NV 20142",Life,Intentional Damage,13822.5,2022-03-19,Under Review,1,Mean war old fast name consumer animal image industry ability especially scene per price free.,
dd33c3cc-352d-4898-84d7-f9c9cb86da31,Bruce Barrera,"6568 Mark Parkways Apt. 035, Ortizfurt, IA 30782",Life,None,16121.21,2022-02-02,Approved,0,Sign maybe remain type exist plan really on threat will would.@,
4074fd14-7356-4f4d-a492-777a0a5afa16,Jessica Rodriguez,"960 Diaz Throughway Apt. 575, New James, ME 30909",Vehicle,Exaggerated Loss,6091.58,2021-01-06,Approved,1,Management trade moment report speech baby house exactly adult.,
b0600b96-141e-4e7a-a388-2c2ac83f545b,Sara Stuart,"9285 Phillips Run Suite 817, Patrickfurt, AR 56706",Vehicle,Staged Accident,19572.62,2021-01-29,Denied,1,Magazine produce always increase same thing man main including under simply.&,
a074b96b-b825-40e1-9089-5d6e4fc70267,Seth Campos,"04502 Chad Avenue, South Sandraton, WV 13850",Life,Staged Accident,2081.34,2021-02-05,Denied,1,Door run special past church.%,
e3602c45-0d2d-49a9-8919-7c497f019788,James Murphy,"8116 Jeanette Mount Suite 982, Briannashire, UT 35461",Life,None,3680.84,2020-07-02,Denied,0,Perform enough low region close tell subject woman campaign century.,
cb838712-004b-414e-b36e-c057a46fcf61,Terry Evans,"9929 Sharon Run Suite 283, North Pamela, FL 90631",General,None,28159.2,2023-06-27,Approved,0,Well gun doctor consumer base challenge option work.,
6bf5c942-9121-41fd-98da-57734458107d,Janice Diaz,"96708 Hayes Mountain, South Adamville, MN 43752",Health,Staged Accident,9722.21,2023-02-16,Denied,1,Friend common catch memory nor arm institution move door.,
9f3830a1-9ae5-4008-bdd1-c7719765c332,Noah Mcintyre,"050 Amy Street Apt. 067, Port Tylerton, WA 87330",Vehicle,Exaggerated Loss,30943.91,2023-10-20,Denied,1,Security staff court road recently hour over deep nice out something pressure.,
ff21db59-7d39-4637-9dbb-d2d8afa08f73,Anthony Meyer,"801 Joseph Hill, North Craigfort, AL 46920",Life,None,17643.37,2024-02-19,Denied,0,Cut society happy rich analysis mother eye test.,
92197fcc-e3a4-4857-a385-d58f114af4aa,Brian Warren,"873 Courtney Place Suite 373, Port Julia, VA 86434",Health,Intentional Damage,14048.96,2020-11-22,Denied,1,Piece dog next.,
5fe5936b-1596-4142-a3ac-278f53a9eb64,Johnny Chang,"Unit 9612 Box 1981, DPO AA 59198",General,Exaggerated Loss,2038.61,2020-01-19,Under Review,1,Top the company add line picture drop special area give base democratic successful although deep sometimes.,
f1170a4a-c9c2-443b-86ba-546a2b907ebb,Kim Ashley,"181 Angela Mission, Jacobsborough, OK 48425",Life,Staged Accident,9097.21,2023-03-12,Under Review,1,Exist garden sense not.,
d8cc3b69-f95b-41dd-84e9-6732b0865686,Linda Barajas,"4551 Kathleen Crossing, East Paulmouth, IL 52497",Life,Exaggerated Loss,37852.91,2024-08-05,Approved,1,Ask strategy imagine clearly production find evidence effort break skill performance always room fish.,
bdd8ec80-922c-41a7-ba65-326af41a56dd,Michael Gray,"7361 Jessica Mountain Apt. 029, Port Johnchester, ID 79376",Life,Intentional Damage,27413.58,2021-06-24,Approved,1,Play opportunity current own fly player onto.#,
b978621a-d8f8-4c09-a610-8887893cf702,Deborah Rodriguez,"2587 Taylor Locks Apt. 034, Brownborough, WY 17519",Vehicle,Staged Accident,18505.48,2023-10-04,Approved,1,Hand draw plant keep arrive why factor.,
0e403a66-6034-4b27-8244-7d9d5ee2a748,Brett Kim,"33964 Diaz Place, Robertfurt, SC 21736",Vehicle,Staged Accident,14402.34,2025-01-21,Approved,1,Myself defense involve public sound agent candidate crime teacher why four.,
b3002bd5-f81a-4e00-bebb-dd65289502d6,Jeff Moore,"30569 Frank Plains Apt. 359, Jessebury, MO 64222",Health,Intentional Damage,1341.36,2021-03-13,Under Review,1,Word mention song itself her figure direction relationship together.,
8c347ec6-5f91-473f-9f3b-ca7f16d332ee,Whitney Warren,"PSC 0071, Box 0406, APO AE 58527",Life,Exaggerated Loss,15142.49,2023-02-21,Approved,1,Dark score approach interview effort next.,
6c115c3a-5a87-480b-bed4-dd441a20f147,Timothy Horton,"0312 Malone Road Suite 208, Ingramport, MN 24483",Health,Staged Accident,21901.49,2024-03-03,Denied,1,Because Democrat than evidence prevent dinner.,
8338ad9b-c57f-492b-ad7d-ef0c4f8409dc,Matthew Johnson,"602 Boyd Mountains, North Brianshire, KY 11462",Vehicle,Staged Accident,15064.31,2020-10-18,Approved,1,Sing film relate however line structure return free peace.,
7c29445b-3886-435c-b0bf-0f92e4aeed00,Sarah Hayes,"30777 Simmons Rue Apt. 825, New Matthewport, MS 23321",Health,Intentional Damage,12133.31,2022-06-21,Denied,1,Effect room however clear whether clearly study bed.,
ed25b45d-824a-46ec-a8e5-333697ae4d47,Paula Mcintyre,"5943 Middleton Wall, Port Amandaville, OK 20589",General,Exaggerated Loss,34641.64,2023-01-18,Approved,1,Contain at career campaign expert single American chance job gun most.,
dc948577-a8e1-4d81-b0b2-6d0d3926dfdd,Jeffery Campos,"39157 Marshall Parks, South Leslie, AK 13928",General,Staged Accident,10838.82,2024-08-10,Under Review,1,Teacher next ability commercial miss with.,
c9e87c84-0f22-453c-9de5-c2ca182cc334,Teresa Herrera,"62003 Mendoza Glens, Lauraland, MN 56537",Life,Staged Accident,9915.62,2020-10-03,Under Review,1,Couple new state but shoulder Mrs forget.,
efca0932-c7bd-44c7-a0c2-9b99532cbce7,Melanie Johnson,"604 Stephen Haven, Port Erin, ID 80456",Health,Intentional Damage,6216.36,2022-07-07,Approved,1,Property environment usually control alone hard long realize.,
50c39fcd-b040-453e-a54a-e11b82323a08,Victor Johnson,"5455 Keller Street Suite 811, Curtisstad, TN 38328",Vehicle,Staged Accident,6424.05,2024-12-15,Approved,1,Will understand summer road budget pattern bit huge protect.,
96cd9215-3695-49bc-b104-5f8811d36526,Thomas Boyer,"35141 Mueller Terrace Suite 450, Marcuston, VA 96317",Life,Staged Accident,34267.83,2021-05-02,Approved,1,Hear individual news be throw particularly word their push head notice police.,
0c935973-52c6-47d3-8b65-ceac50e93522,Lisa Foster,"9934 Johnson Path, Isabellamouth, KY 29721",Life,None,10454.92,2024-12-16,Denied,0,Nothing structure program big stay artist.@,
aa5167ef-edc2-4b48-b72a-61c97a6579bd,Sabrina Nash,"069 Brown Coves Apt. 209, Port Melissafurt, NJ 59645",General,Exaggerated Loss,3435.22,2023-08-16,Under Review,1,Include use prove catch.,
dfa23fab-bdbf-41ec-be74-e3a1de6b803c,Ronnie Mathis,"6216 Donna Trail, Trujilloburgh, WA 73499",General,Staged Accident,4186.78,2021-06-17,Approved,1,Skill these future bit attack air nothing can provide Republican throw artist chair old traditional.,
24fedbfd-8108-4a05-85a6-09272b43f512,Stephen Brock DDS,"6654 Cory Plain, Heatherborough, OK 64771",Health,Intentional Damage,4714.22,2024-03-17,Under Review,1,Ask never between environment professor hear story.,
0411d0ae-cc02-4158-b6a0-9fa2dca48306,Michelle Ponce,"71770 Hansen Oval Apt. 104, Port Derrick, ID 72387",Vehicle,Staged Accident,9918.34,2020-08-21,Under Review,1,Fish toward bag front effort spend read available nature pressure truth source.,
cab555bc-ab22-4c06-a896-0e3b038af531,Mrs. Marissa Evans,"7555 Perez Junction, Victortown, WI 72100",General,Intentional Damage,7382.94,2023-08-08,Approved,1,Raise have will say.%,
c47ffa54-6478-4703-af59-648ce5ab9879,Miss Tammy Murphy,"3665 Gonzales Shoals, Sarafurt, OH 56546",Vehicle,Intentional Damage,17163.32,2024-08-08,Denied,1,Avoid who write buy lay able far help in do imagine like.%,
6a7411f9-618c-47fc-8c2f-f5c9e274e00d,Christopher Walsh,"3200 Ryan Forks Apt. 553, South Jasonchester, AR 46242",Health,Intentional Damage,19836.13,2020-04-28,Denied,1,Another poor get alone doctor.#,
e027e0f7-d86a-4177-9db5-709be753f992,Elizabeth Schneider,"856 Sara Run, Port Kimberly, MO 61114",Health,None,8309.6,2023-11-19,Under Review,0,Huge ok street never single with beautiful.,
7e0a9dbc-aee3-4118-9e7f-c0ce78c4c0be,Christina Martinez,"96484 Carol Viaduct Suite 561, Lake Kimberly, MO 11467",Vehicle,Exaggerated Loss,18407.11,2024-05-22,Approved,1,Bank TV either.,
96a1670e-7fa4-4c25-ab14-e5dfeffb7dcc,Elizabeth Yoder,"2543 Natalie Parkways, New Amanda, WY 28570",Vehicle,Exaggerated Loss,6099.22,2023-07-19,Approved,1,Employee couple plan exist south husband attack.,
9c916f24-8136-410d-8be5-507c4f9e9ea6,Ronald Wolfe,"733 Suzanne Cove Apt. 159, Kempmouth, CT 88805",General,Intentional Damage,8476.7,2022-02-09,Under Review,1,Structure result maintain born necessary budget continue education employee big offer politics improve certainly the apply natural.,
6f08b50a-c878-40ee-a22f-4ff102f59adf,Jonathan Hoffman,"84807 Jennifer Dale, Danielmouth, GA 16184",Vehicle,Exaggerated Loss,11668.49,2024-10-22,Under Review,1,Cause small old myself many shake apply evening across like far seat nothing weight door food shake.,
afc128df-8dba-40c5-91c7-8e78ca0a6a02,Christina Hughes,"6446 Nichols Motorway, Brandiville, RI 92875",Vehicle,Exaggerated Loss,24475.46,2021-05-04,Approved,1,Will also improve five bed into former again.#,
6cf82ade-5093-40a8-88dc-19ded017b559,Paula Thomas,"803 Butler Groves, North Nicholasview, TN 12688",General,None,7953.21,2023-03-18,Under Review,0,Parent range generation hotel collection break memory away will I source process foreign against above suddenly.,
95eaaecd-a44a-4975-8f7d-632bfc98abb5,Carl Cruz,"95048 Price Mission Apt. 720, Bakermouth, AZ 56799",Life,Staged Accident,16862.99,2023-06-20,Denied,1,Prepare exist speak energy administration real enter.&,
65b425e1-8694-4cb8-94ca-4df94d7d53a1,Peter Perez,"2436 Dorothy Well, Collierfurt, DC 23369",Health,Staged Accident,33086.89,2021-03-05,Under Review,1,If know conference quickly.,
50ae0d37-2645-4859-8e54-9c615c0cf410,Collin Castro,"336 Graves Forge, Holtview, MA 83300",Vehicle,Exaggerated Loss,3384.25,2021-08-14,Denied,1,Up manage different stop military drive score indeed shake I range usually data live you.,
6d751714-9668-4a83-9ea4-791bbb3daa3f,Cheyenne Miller,"54000 Katie Overpass, Lake Denise, MO 45182",General,Exaggerated Loss,18838.05,2021-04-02,Under Review,1,Hospital start century himself executive scientist law support.,
ffdb78eb-b6ce-4d5f-8d53-ddae3baecdce,James Ward,"7341 Ashley Bypass Suite 658, Jamesland, IL 39494",Life,None,7924.18,2024-10-12,Denied,0,Out last food network support agree many.,
6c004d3a-95cb-472c-9b90-256103041bd8,Jack Washington,"772 Espinoza Rapids Suite 763, West Grace, MI 53229",Vehicle,None,23180.16,2023-07-04,Approved,0,Join anyone mother mother film through.#,
b87ae3b5-2544-49e4-b21a-ce6445465a89,Joshua Elliott,"9064 Barbara River Suite 713, North Paulside, IN 81568",Health,Intentional Damage,6891.1,2023-03-23,Under Review,1,Similar defense kind hundred hear main later nature she stop just.,
b933f185-29bf-4ae1-b705-a395ab193143,Wayne Murray,"8214 Gibson Route, North Zacharychester, CO 30949",General,None,7901.39,2020-06-20,Denied,0,Sea but money husband enjoy east.,
f16cd6c6-d41f-45ea-83c3-0ae9cb62aabb,Sandra Wilson,"47122 Ashley Port, Candiceport, SD 40881",Life,Staged Accident,18285.74,2024-08-13,Denied,1,Over few executive door college.,
f69a3a68-88b3-4c19-92ad-4d53a4e0a3d6,Gregory Flores,"762 Green Forge, Stephenton, LA 57090",Health,Exaggerated Loss,12558.3,2022-01-29,Under Review,1,Pattern chair board spend himself simple usually participant prepare final.#,
fdfb9483-6b93-4d9f-b20c-6f9e8323538f,Timothy Bean,"620 Christine Rue Apt. 907, Lake Mindyborough, TN 31101",Life,Intentional Damage,1743.34,2021-11-28,Under Review,1,Pick agent feeling.,
64c6fa2b-eb04-4713-99ec-05c3e2b70da8,Joshua Rogers,"78950 Larson Streets, West Cassandra, AR 03991",Health,Intentional Damage,6007.29,2020-04-14,Under Review,1,We people rock best generation whom party model everybody both character democratic.,
d92f083c-9e89-46a1-8674-ac2fb93e7e50,Denise Ray,"6029 Devon Club Suite 408, Sarahland, ND 04984",General,Staged Accident,5014.12,2023-08-07,Approved,1,Tree lawyer same write professional much.,
ced3db25-39cf-4719-880f-6f8c8162c749,Amy Schmitt,"5647 Jermaine Highway Apt. 556, North Zacharybury, AL 33400",Vehicle,Intentional Damage,28688.29,2023-10-21,Approved,1,Young second later idea instead truth tell main voice or relationship mean agent office treat.,
9b014c86-7d4f-4193-bacd-5582acb05408,Marcus Cuevas,"24578 Cory Extension Suite 278, Patriciamouth, NV 33426",Health,Exaggerated Loss,23052.94,2021-09-23,Denied,1,Economy good you still step machine.,
f186de57-516c-464f-b0e7-8019b705194f,Cindy Bennett,"2987 Crystal Vista, Josephmouth, CT 14507",Life,Staged Accident,2821.72,2023-06-22,Denied,1,Respond key bag can human figure thousand only road organization present possible behavior child.@,
cbfd51dc-6c4d-4725-950c-775cf80bc46e,Julia Middleton,"2925 Nicole Ways, Chrisside, TX 24728",Health,Staged Accident,19243.95,2023-06-23,Denied,1,Hair bag its force know new movie receive our real lose thousand morning movie lead white else fall finally.,
